_id	company_link	company_name	link	name	salary_currency	salary_max	salary_min	site
604e85e93eeab1c46b7ec4db	https://hh.ru/employer/2068941	Cindicator	https://hh.ru/vacancy/43005025?query=python	Quantitative developer (HFT developer)	руб.	400000	null	https://hh.ru
604e85e93eeab1c46b7ec4dd	https://hh.ru/employer/2587283	ZAVOD Games	https://hh.ru/vacancy/42301915?query=python	DevOps Engineer	руб.	250000	170000	https://hh.ru
604e85e93eeab1c46b7ec4df	https://hh.ru/employer/2824279	Hoodies	https://hh.ru/vacancy/41649102?query=python	Senior Backend-разработчик (Python)	руб.	320000	200000	https://hh.ru
604e85e93eeab1c46b7ec4e1	https://hh.ru/employer/4181561	Digital Hub	https://hh.ru/vacancy/42855358?query=python	Python разработчик	null	null	null	https://hh.ru
604e85e93eeab1c46b7ec4e3	https://hh.ru/employer/5032843	Филиал компании Лист Ренталс Лимитед	https://hh.ru/vacancy/42766512?query=python	Python разработчик	USD	4000	1500	https://hh.ru
604e85e93eeab1c46b7ec4e5	https://hh.ru/employer/705624	IVIDEON	https://hh.ru/vacancy/43002250?query=python	Python-разработчик	руб.	230000	170000	https://hh.ru
604e85e93eeab1c46b7ec4e7	https://hh.ru/employer/4596113	ООО Фабрика Решений	https://hh.ru/vacancy/39736489?query=python	Python-разработчик (Django, DRF)	null	null	null	https://hh.ru
604e85e93eeab1c46b7ec4e9	https://hh.ru/employer/4558995	Wunder Fund	https://hh.ru/vacancy/42783010?query=python	Python / C++ разработчик	руб.	200000	150000	https://hh.ru
604e85e93eeab1c46b7ec4eb	https://hh.ru/employer/1908336	ООО Parascript	https://hh.ru/vacancy/42251823?query=python	Программист-математик/Алгоритмист (США)	USD	7000	null	https://hh.ru
604e85e93eeab1c46b7ec4ed	https://hh.ru/employer/1579449	idaproject	https://hh.ru/vacancy/42799332?query=python	Python/Django разработчик	null	null	null	https://hh.ru
604e85e93eeab1c46b7ec4ef	https://hh.ruhttps://feedback.hh.ru/article/details/id/5951	Разработчик решений по обработке данных	https://hh.ru/vacancy/43004074?query=python	Аналитик данных со знанием Python	руб.	150000	100000	https://hh.ru
604e85e93eeab1c46b7ec4f1	https://hh.ru/employer/4948337	ООО Артистраж	https://hh.ru/vacancy/42844642?query=python	Программист Python	null	null	null	https://hh.ru
